"","state","sex","age","educ","race","pid7","ideo5","religion","votechoice","hispanic","know_governor","conceal","prochoice","cleanair","wall","mandmin","aca","minwage","newsint"
"32927","Michigan","Female",88,"Some college","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32928","Texas","Male",68,"Post-grad","White","Lean Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Support","Oppose","Support","Support","Support","Oppose","Most of the time"
"32929","Michigan","Female",72,"4-year","White","Lean Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32930","Illinois","Female",59,"Post-grad","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32931","Florida","Male",45,"4-year","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"32932","Texas","Male",47,"Post-grad","Hispanic","Lean Democrat","Moderate","Agnostic",NA,"Yes","Never Heard of Person","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Only now and then"
"32933","Michigan","Female",56,"Some college","White","Not very strong Republican","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32934","New Jersey","Female",55,"Post-grad","White","Lean Democrat","Very liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32935","Pennsylvania","Male",56,"4-year","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"32936","Florida","Male",63,"4-year","White","Independent","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32937","Florida","Female",42,"Post-grad","White","Strong Democrat","Liberal","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32938","Arizona","Male",71,"Post-grad","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32939","New Jersey","Male",69,"Post-grad","White","Lean Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32940","Missouri","Male",60,"High school graduate","White","Not very strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Only now and then"
"32941","South Carolina","Female",59,"4-year","White","Lean Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Oppose","Oppose","Support","Oppose","Favor","Most of the time"
"32942","Alabama","Female",68,"Some college","White","Lean Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Support","Support","Support","Oppose","Oppose","Most of the time"
"32943","Texas","Female",73,"4-year","White","Not very strong Democrat","Moderate","Mormon","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32944","Delaware","Male",74,"4-year","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"32945","Nevada","Female",49,"2-year","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32946","Maryland","Female",57,"Post-grad","White","Independent","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32947","North Dakota","Female",29,"Post-grad","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32948","Illinois","Male",70,"High school graduate","White","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Democrat","Support","Support","Oppose","Oppose","Oppose","Oppose","Favor","Some of the time"
"32949","South Carolina","Female",48,"4-year","White","Lean Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32950","Georgia","Male",66,"4-year","White","Strong Democrat","Moderate","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32951","Minnesota","Female",66,"4-year","White","Lean Democrat","Moderate","Atheist","Joe Biden (Democrat)","Yes","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32952","Michigan","Male",65,"Some college","White","Independent","Moderate","Something else","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32953","Wisconsin","Female",64,"2-year","White","Strong Democrat","Conservative","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32954","California","Male",64,"4-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"32955","New Jersey","Male",65,"High school graduate","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32956","Pennsylvania","Male",55,"High school graduate","White","Independent","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Support","Oppose","Support","Oppose","Support","Oppose","Hardly at all"
"32957","New York","Female",49,"4-year","White","Independent","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32958","Virginia","Female",41,"Post-grad","White","Independent","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Support","Oppose","Support","Support","Oppose","Most of the time"
"32959","Kentucky","Male",62,"Some college","White","Strong Democrat","Moderate","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32960","Florida","Female",53,"4-year","White","Not very strong Republican","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Support","Favor","Most of the time"
"32961","Wisconsin","Female",75,"High school graduate","White","Strong Republican","Very conservative","Something else","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"32962","Massachusetts","Male",78,"Some college","White","Lean Republican","Conservative","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Oppose","Oppose","Favor","Most of the time"
"32963","Tennessee","Female",29,"High school graduate","White","Independent","Not sure","Nothing in particular",NA,"No","Republican","Support","Support","Support","Oppose","Support","Oppose","Oppose","Don't know"
"32964","Tennessee","Female",74,"Post-grad","White","Strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32965","Virginia","Female",58,"Post-grad","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32966","Massachusetts","Male",27,"Post-grad","White","Strong Democrat","Liberal","Jewish","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32967","North Carolina","Male",67,"Some college","White","Independent","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Oppose","Oppose","Only now and then"
"32968","Virginia","Female",74,"4-year","White","Strong Democrat","Liberal","Something else","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32969","Louisiana","Male",70,"Post-grad","White","Strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Oppose","Oppose","Most of the time"
"32970","Virginia","Female",72,"Post-grad","White","Strong Democrat","Very liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32971","North Carolina","Male",74,"Post-grad","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32972","Pennsylvania","Female",60,"4-year","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32973","Maine","Male",44,"Post-grad","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Support","Support","Oppose","Support","Oppose","Most of the time"
"32974","Connecticut","Male",79,"Post-grad","White","Strong Republican","Moderate","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32975","Alabama","Female",42,"4-year","Other race","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Support","Oppose","Support","Support","Support","Oppose","Some of the time"
"32976","Oklahoma","Female",57,"Post-grad","Black","Not very strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Support","Support","Support","Support","Oppose","Support","Favor","Some of the time"
"32977","Michigan","Male",67,"4-year","White","Lean Democrat","Conservative","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32978","Texas","Male",66,"Some college","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32979","Colorado","Female",57,"Some college","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32980","Wisconsin","Female",47,"4-year","White","Strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Oppose","Most of the time"
"32981","Florida","Male",58,"Some college","White","Independent","Moderate","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Support","Support","Support","Support","Support","Favor","Most of the time"
"32982","Vermont","Female",60,"4-year","White","Strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32983","Indiana","Female",60,"Post-grad","Black","Independent","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Support","Oppose","Support","Oppose","Support","Support","Oppose","Some of the time"
"32984","Texas","Female",59,"Some college","White","Strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32985","Ohio","Female",40,"Post-grad","Black","Not very strong Democrat","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Support","Support","Support","Oppose","Support","Support","Favor","Some of the time"
"32986","Florida","Male",58,"Some college","White","Not very strong Republican","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32987","Arizona","Female",48,"Post-grad",NA,"Not sure","Not sure","Something else","Other","No","Republican","Support","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32988","Missouri","Male",82,"4-year","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"32989","Georgia","Female",55,"2-year","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Not sure","Oppose","Oppose","Oppose","Support","Support","Support","Favor","Hardly at all"
"32990","Illinois","Male",76,"4-year","White","Strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32991","Wisconsin","Female",79,"Post-grad","White","Not very strong Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Support","Support","Support","Oppose","Oppose","Favor","Some of the time"
"32992","Pennsylvania","Male",78,"4-year","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32993","Texas","Male",34,"4-year","White","Not very strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Support","Support","Support","Oppose","Support","Favor","Most of the time"
"32994","Florida","Male",50,"Post-grad","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32995","Connecticut","Female",66,"4-year","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"32996","South Carolina","Male",69,"4-year","White","Lean Democrat","Moderate","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"32997","Tennessee","Female",75,"2-year","White","Independent","Moderate","Protestant","Other","No","Republican","Support","Support","Support","Support","Oppose","Support","Oppose","Only now and then"
"32998","Georgia","Male",79,"4-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"32999","Minnesota","Male",42,"Post-grad","White","Lean Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Only now and then"
"33000","Pennsylvania","Female",67,"4-year","White","Strong Democrat","Very liberal","Nothing in particular","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33001","Tennessee","Female",93,"Some college","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33002","North Carolina","Male",29,"4-year","White","Not very strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Don't know"
"33003","New Jersey","Female",70,"Some college","White","Not very strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33004","Florida","Female",83,"High school graduate","Hispanic","Not very strong Republican","Conservative","Roman Catholic","Donald J. Trump (Republican)",NA,"Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Some of the time"
"33005","Minnesota","Female",60,"High school graduate","White","Independent","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Only now and then"
"33006","Pennsylvania","Male",86,"Post-grad","White","Strong Democrat","Liberal","Atheist",NA,"No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33007","Illinois","Female",28,"High school graduate","White","Not sure","Not sure","Roman Catholic","Donald J. Trump (Republican)","No","Not sure","Support","Support","Support","Support","Support","Oppose","Favor","Don't know"
"33008","Missouri","Male",72,"Post-grad","White","Independent","Conservative","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Support","Oppose","Oppose","Oppose","Most of the time"
"33009","California","Female",60,"Post-grad","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33010","South Carolina","Male",56,"High school graduate","White","Not very strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Support","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33011","Virginia","Male",60,"Post-grad","White","Independent","Moderate","Something else","Donald J. Trump (Republican)","Yes","Democrat","Oppose","Support","Oppose","Support","Support","Oppose","Oppose","Most of the time"
"33012","New York","Male",75,"Some college","White","Lean Republican","Moderate","Roman Catholic","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Most of the time"
"33013","Ohio","Female",64,"Post-grad","White","Strong Democrat","Very liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33014","Louisiana","Male",63,"Some college","Black","Lean Republican","Conservative","Muslim","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Support","Support","Support","Support","Favor","Most of the time"
"33015","Texas","Female",85,"Some college","White","Lean Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33016","Massachusetts","Female",64,"4-year","White","Lean Republican","Conservative","Jewish","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Support","Support","Oppose","Support","Oppose","Most of the time"
"33017","Wisconsin","Female",65,"Post-grad","White","Independent","Moderate","Agnostic","Joe Biden (Democrat)","Yes","Democrat","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Most of the time"
"33018","Connecticut","Female",80,"High school graduate","White","Independent","Very liberal","Roman Catholic",NA,"No","Democrat","Oppose","Support","Oppose","Oppose","Support","Oppose","Favor","Hardly at all"
"33019","Hawaii","Male",74,"4-year","Hispanic","Independent","Very liberal","Jewish","Joe Biden (Democrat)","Yes","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33020","New Jersey","Female",34,"4-year","White","Not sure","Conservative","Roman Catholic",NA,"No","Not sure","Oppose","Support","Oppose","Oppose","Oppose","Oppose","Favor","Don't know"
"33021","Pennsylvania","Male",70,"Post-grad","White","Lean Democrat","Liberal","Something else","Joe Biden (Democrat)","No","Democrat","Support","Oppose","Support","Oppose","Oppose","Oppose","Favor","Most of the time"
"33022","New York","Male",72,"Post-grad","White","Lean Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33023","New Jersey","Male",67,"Post-grad","White","Independent","Conservative","Roman Catholic","Other","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Oppose","Oppose","Most of the time"
"33024","Massachusetts","Male",61,"4-year","Other race","Lean Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33025","Iowa","Female",69,"Some college","White","Lean Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Republican","Support","Support","Oppose","Oppose","Support","Oppose","Oppose","Most of the time"
"33026","Texas","Female",32,"Post-grad",NA,"Lean Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Favor","Most of the time"
"33027","Connecticut","Male",60,"4-year","White","Strong Democrat","Very liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33028","Iowa","Male",61,"2-year","White","Independent","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33029","Alaska","Female",69,"Post-grad","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33030","Wisconsin","Female",39,"4-year","Hispanic","Not very strong Democrat","Liberal","Roman Catholic",NA,NA,"Never Heard of Person","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Don't know"
"33031","New York","Female",61,"High school graduate","White","Not sure","Not sure","Protestant","Joe Biden (Democrat)","No","Not sure","Oppose","Support","Support","Support","Support","Oppose","Favor","Some of the time"
"33032","Arkansas","Male",70,"4-year","White","Lean Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33033","North Carolina","Male",68,"4-year","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33034","Virginia","Female",48,"4-year","White","Lean Democrat","Very liberal","Agnostic","Other","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33035","Indiana","Male",66,"Post-grad","White","Independent","Liberal","Buddhist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33036","Virginia","Female",63,"Post-grad","White","Not very strong Republican","Moderate","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Oppose","Oppose","Only now and then"
"33037","Georgia","Male",73,"Post-grad","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Oppose","Oppose","Support","Oppose","Most of the time"
"33038","Indiana","Female",72,"Post-grad","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33039","Oregon","Male",67,"2-year","White","Lean Republican","Conservative","Agnostic","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Support","Support","Oppose","Some of the time"
"33040","Wisconsin","Female",67,"4-year","White","Lean Republican","Moderate","Roman Catholic","Not sure","No","Democrat","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Oppose","Most of the time"
"33041","Florida","Male",92,"High school graduate","White","Independent","Liberal","Protestant","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Oppose","Oppose","Most of the time"
"33042","Iowa","Male",77,"Some college","White","Strong Democrat","Liberal","Protestant","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Oppose","Oppose","Favor","Most of the time"
"33043","Massachusetts","Female",73,"4-year","White","Strong Democrat","Liberal","Agnostic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33044","Virginia","Male",70,"Some college","Black","Strong Democrat","Liberal","Something else","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Oppose","Support","Support","Oppose","Favor","Most of the time"
"33045","Illinois","Male",47,"Post-grad","White","Not very strong Democrat","Moderate","Protestant",NA,"No","Democrat","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33046","Florida","Male",65,"Some college","White","Lean Democrat","Liberal","Buddhist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33047","Virginia","Male",53,"No HS","White","Strong Republican","Moderate","Nothing in particular","Donald J. Trump (Republican)","No","Not sure","Support","Support","Support","Support","Support","Support","Oppose","Hardly at all"
"33048","Arizona","Female",77,"Some college","White","Strong Republican","Not sure","Protestant","Donald J. Trump (Republican)","No",NA,"Oppose","Support","Support","Support","Oppose","Support","Favor","Most of the time"
"33049","Michigan","Male",63,"Post-grad","White","Independent","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33050","Louisiana","Male",78,"Some college","White","Strong Republican","Conservative","Protestant","Donald J. Trump (Republican)","No","Democrat","Support","Oppose","Oppose","Support","Support","Support","Favor","Most of the time"
"33051","Florida","Male",62,"High school graduate","White","Strong Democrat","Moderate","Roman Catholic","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Oppose","Most of the time"
"33052","Oklahoma","Female",54,"2-year","White","Not very strong Democrat","Very conservative","Protestant",NA,"No","Not sure","Support","Support","Support","Support","Oppose","Oppose","Favor","Most of the time"
"33053","North Carolina","Female",66,"4-year","White","Strong Democrat","Moderate","Protestant","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33054","South Carolina","Female",66,"Post-grad","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33055","Ohio","Male",38,"4-year","White","Not very strong Republican","Moderate","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Some of the time"
"33056","Indiana","Female",63,"4-year","White","Not very strong Democrat","Liberal","Mormon","Joe Biden (Democrat)","No","Republican","Support","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33057","Texas","Male",57,"4-year","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Oppose","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33058","Tennessee","Male",48,"Some college","White","Not very strong Republican","Very conservative","Mormon","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33059","Tennessee","Female",50,"High school graduate","White","Strong Republican","Very conservative","Something else","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Oppose","Some of the time"
"33060","New Jersey","Male",77,"Some college","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33061","Arizona","Male",66,"2-year","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Oppose","Support","Favor","Most of the time"
"33062","Pennsylvania","Female",68,"Post-grad","White","Strong Democrat","Very liberal","Agnostic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33063","Texas","Female",75,"Post-grad","White","Lean Republican","Very conservative","Nothing in particular","Donald J. Trump (Republican)","No","Republican","Support","Oppose","Oppose","Support","Support","Support","Oppose","Most of the time"
"33064","Texas","Female",68,"4-year","White","Strong Democrat","Liberal","Nothing in particular","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33065","Pennsylvania","Female",46,"Some college","White","Strong Democrat","Liberal","Roman Catholic","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
"33066","Virginia","Female",45,"High school graduate","White","Strong Republican","Conservative","Nothing in particular","Donald J. Trump (Republican)","No","Democrat","Oppose","Oppose","Oppose","Support","Oppose","Support","Favor","Only now and then"
"33067","Florida","Female",50,"High school graduate","White","Strong Republican","Very conservative","Roman Catholic","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Oppose","Support","Oppose","Oppose","Oppose","Most of the time"
"33068","Florida","Female",72,"Some college","White","Independent","Moderate","Roman Catholic","Not sure","No","Republican","Oppose","Oppose","Support","Support","Oppose","Oppose","Favor","Some of the time"
"33069","Texas","Male",67,"4-year","White","Strong Republican","Very conservative","Protestant","Donald J. Trump (Republican)","No","Republican","Oppose","Oppose","Support","Support","Oppose","Support","Oppose","Most of the time"
"33070","Wisconsin","Male",70,"4-year","White","Strong Democrat","Liberal","Atheist","Joe Biden (Democrat)","No","Democrat","Oppose","Support","Support","Oppose","Support","Support","Favor","Most of the time"
"33071","Arizona","Male",67,"2-year","White","Lean Democrat","Liberal","Buddhist","Joe Biden (Democrat)","No","Republican","Oppose","Support","Support","Oppose","Support","Oppose","Favor","Most of the time"
